FID,Shape,地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME
224,面,淳化县,610430,淳化县,610430,县,咸阳市,610400,地级市,陕西省,610000,省, , ,Chunhua
225,面,慈利县,430821,慈利县,430821,县,张家界市,430800,地级市,湖南省,430000,省, , ,Cili
226,面,慈溪市,330282,慈溪市,330282,县级市,宁波市,330200,地级市,浙江省,330000,省, , ,Cixi
227,面,磁县,130427,磁县,130427,县,邯郸市,130400,地级市,河北省,130000,省, , ,Cixian
228,面,枞阳县,340722,枞阳县,340722,县,铜陵市,340700,地级市,安徽省,340000,省, ,2015年安庆市枞阳县划归铜陵市管辖,Zongyang
229,面,从化区,440117,从化区,440117,市辖区,广州市,440100,地级市,广东省,440000,省,从化市,2014年撤销从化市，设立从化区,Conghua
230,面,从江县,522633,从江县,522633,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Congjiang
231,面,丛台区,130403,丛台区,130403,市辖区,邯郸市,130400,地级市,河北省,130000,省, , ,Congtai
232,面,翠屏区,511502,翠屏区,511502,市辖区,宜宾市,511500,地级市,四川省,510000,省, , ,Cuiping
233,面,措美县,540526,措美县,540526,县,山南市,540500,地级市,西藏自治区,540000,自治区, , ,Cuomei
234,面,措勤县,542527,措勤县,542527,县,阿里地区,542500,地区,西藏自治区,540000,自治区, , ,Cuoqin
235,面,错那市,540530,错那市,540581,县级市,山南市,540500,地级市,西藏自治区,540000,自治区,错那县,2023年撤销错那县，设立错那市,Cuona
236,面,达坂城区,650107,达坂城区,650107,市辖区,乌鲁木齐市,650100,地级市,新疆维吾尔自治区,650000,自治区,南泉区,2002年南泉区更名为达坂城区,Dabancheng
237,面,达川区,511703,达川区,511703,市辖区,达州市,511700,地级市,四川省,510000,省,达县,2013年撤销达县，设立达川区,Dachuan
238,面,达尔罕茂明安联合旗,150223,达尔罕茂明安联合旗,150223,旗,包头市,150200,地级市,内蒙古自治区,150000,自治区, , ,Daerhanmaominganlianhe
239,面,达拉特旗,150621,达拉特旗,150621,旗,鄂尔多斯市,150600,地级市,内蒙古自治区,150000,自治区, , ,Dalate
240,面,达日县,632624,达日县,632624,县,果洛藏族自治州,632600,自治州,青海省,630000,省, , ,Dari
241,面,达孜区,540104,达孜区,540104,市辖区,拉萨市,540100,地级市,西藏自治区,540000,自治区,达孜县,2017年撤销达孜县，设立达孜区,Dazi
242,面,大安市,220882,大安市,220882,县级市,白城市,220800,地级市,吉林省,220000,省, , ,Daan
243,面,大厂回族自治县,131028,大厂回族自治县,131028,自治县,廊坊市,131000,地级市,河北省,130000,省, , ,Dachanghuizu
244,面,大城县,131025,大城县,131025,县,廊坊市,131000,地级市,河北省,130000,省, , ,Dacheng
245,面,大东区,210104,大东区,210104,市辖区,沈阳市,210100,地级市,辽宁省,210000,省, , ,Dadong
246,面,大渡口区,500104,大渡口区,500104,市辖区,不统计,0,不统计,重庆市,500000,直辖市, , ,Dadukou
247,面,大方县,520521,大方县,520521,县,毕节市,520500,地级市,贵州省,520000,省, , ,Dafang
248,面,大丰区,320904,大丰区,320904,市辖区,盐城市,320900,地级市,江苏省,320000,省,大丰市,2015年撤销大丰市，设立大丰区,Dafeng
249,面,大关县,530624,大关县,530624,县,昭通市,530600,地级市,云南省,530000,省, , ,Daguan
250,面,大观区,340803,大观区,340803,市辖区,安庆市,340800,地级市,安徽省,340000,省, , ,Daguan
251,面,大化瑶族自治县,451229,大化瑶族自治县,451229,自治县,河池市,451200,地级市,广西壮族自治区,450000,自治区, , ,Dahuayaozu
252,面,大理市,532901,大理市,532901,县级市,大理白族自治州,532900,自治州,云南省,530000,省, , ,Dali
253,面,大荔县,610523,大荔县,610523,县,渭南市,610500,地级市,陕西省,610000,省, , ,Dali
254,面,大名县,130425,大名县,130425,县,邯郸市,130400,地级市,河北省,130000,省, , ,Daming
255,面,大宁县,141030,大宁县,141030,县,临汾市,141000,地级市,山西省,140000,省, , ,Daning
256,面,大埔县,441422,大埔县,441422,县,梅州市,441400,地级市,广东省,440000,省, , ,Dabu
257,面,大石桥市,210882,大石桥市,210882,县级市,营口市,210800,地级市,辽宁省,210000,省, , ,Dashiqiao
258,面,大田县,350425,大田县,350425,县,三明市,350400,地级市,福建省,350000,省, , ,Datian
259,面,大通回族土族自治县,630121,大通回族土族自治县,630121,自治县,西宁市,630100,地级市,青海省,630000,省, , ,Datonghuizutuzu
260,面,大通区,340402,大通区,340402,市辖区,淮南市,340400,地级市,安徽省,340000,省, ,2003年新设立大通区,Datong
261,面,大洼区,211104,大洼区,211104,市辖区,盘锦市,211100,地级市,辽宁省,210000,省,大洼县,2016年撤销大洼县，设立大洼区,Dawa
262,面,大武口区,640202,大武口区,640202,市辖区,石嘴山市,640200,地级市,宁夏回族自治区,640000,自治区, , ,Dawukou
263,面,大悟县,420922,大悟县,420922,县,孝感市,420900,地级市,湖北省,420000,省, , ,Dawu
264,面,大祥区,430503,大祥区,430503,市辖区,邵阳市,430500,地级市,湖南省,430000,省, , ,Daxiang
265,面,大新县,451424,大新县,451424,县,崇左市,451400,地级市,广西壮族自治区,450000,自治区, , ,Daxin
266,面,大兴区,110115,大兴区,110115,市辖区,不统计,0,不统计,北京市,110000,直辖市,大兴县,2001年撤销大兴县，设立大兴区,Daxing
267,面,大姚县,532326,大姚县,532326,县,楚雄彝族自治州,532300,自治州,云南省,530000,省, , ,Dayao
268,面,大冶市,420281,大冶市,420281,县级市,黄石市,420200,地级市,湖北省,420000,省, , ,Daye
269,面,大邑县,510129,大邑县,510129,县,成都市,510100,地级市,四川省,510000,省, , ,Dayi
270,面,大英县,510923,大英县,510923,县,遂宁市,510900,地级市,四川省,510000,省, , ,Daying
271,面,大余县,360723,大余县,360723,县,赣州市,360700,地级市,江西省,360000,省, , ,Dayu
272,面,大竹县,511724,大竹县,511724,县,达州市,511700,地级市,四川省,510000,省, , ,Dazhu
273,面,大足区,500111,大足区,500111,市辖区,不统计,0,不统计,重庆市,500000,直辖市,大足县(双桥区),2011年撤销大足县和双桥区，设立大足区,Dazu
274,面,代县,140923,代县,140923,县,忻州市,140900,地级市,山西省,140000,省, , ,Daixian
275,面,岱山县,330921,岱山县,330921,县,舟山市,330900,地级市,浙江省,330000,省, , ,Daishan
276,面,岱岳区,370911,岱岳区,370911,市辖区,泰安市,370900,地级市,山东省,370000,省,郊区,2000年撤销郊区，设立岱岳区,Daiyue
277,面,丹巴县,513323,丹巴县,513323,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Danba
278,面,丹凤县,611022,丹凤县,611022,县,商洛市,611000,地级市,陕西省,610000,省, , ,Danfeng
279,面,丹江口市,420381,丹江口市,420381,县级市,十堰市,420300,地级市,湖北省,420000,省, , ,Danjiangkou
280,面,丹棱县,511424,丹棱县,511424,县,眉山市,511400,地级市,四川省,510000,省, , ,Danling
281,面,丹徒区,321112,丹徒区,321112,市辖区,镇江市,321100,地级市,江苏省,320000,省,丹徒县,2002年撤销丹徒县，设立丹徒区,Dantu
282,面,丹阳市,321181,丹阳市,321181,县级市,镇江市,321100,地级市,江苏省,320000,省, , ,Danyang
283,面,丹寨县,522636,丹寨县,522636,县,黔东南苗族侗族自治州,522600,自治州,贵州省,520000,省, , ,Danzhai
284,面,单县,371722,单县,371722,县,菏泽市,371700,地级市,山东省,370000,省, , ,Shanxian
285,面,郸城县,411625,郸城县,411625,县,周口市,411600,地级市,河南省,410000,省, , ,Dancheng
286,面,儋州市,460400,不统计,0,不统计,儋州市,460400,地级市,海南省,460000,省, ,2015年撤销县级儋州市，设立地级儋州市,Danzhou
287,面,当涂县,340521,当涂县,340521,县,马鞍山市,340500,地级市,安徽省,340000,省, , ,Dangtu
288,面,当雄县,540122,当雄县,540122,县,拉萨市,540100,地级市,西藏自治区,540000,自治区, , ,Dangxiong
289,面,当阳市,420582,当阳市,420582,县级市,宜昌市,420500,地级市,湖北省,420000,省, , ,Dangyang
290,面,砀山县,341321,砀山县,341321,县,宿州市,341300,地级市,安徽省,340000,省, , ,Dangshan
291,面,宕昌县,621223,宕昌县,621223,县,陇南市,621200,地级市,甘肃省,620000,省, , ,Dangchang
292,面,道孚县,513326,道孚县,513326,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Daofu
293,面,道里区,230102,道里区,230102,市辖区,哈尔滨市,230100,地级市,黑龙江省,230000,省, , ,Daoli
294,面,道外区,230104,道外区,230104,市辖区,哈尔滨市,230100,地级市,黑龙江省,230000,省, ,2006年新设立道外区,Daowai
295,面,道县,431124,道县,431124,县,永州市,431100,地级市,湖南省,430000,省, , ,Daoxian
296,面,道真仡佬族苗族自治县,520325,道真仡佬族苗族自治县,520325,自治县,遵义市,520300,地级市,贵州省,520000,省, , ,Daozhengelaozumiaozu
297,面,稻城县,513337,稻城县,513337,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Daocheng
298,面,得荣县,513338,得荣县,513338,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Derong
299,面,德安县,360426,德安县,360426,县,九江市,360400,地级市,江西省,360000,省, , ,Dean
300,面,德保县,451024,德保县,451024,县,百色市,451000,地级市,广西壮族自治区,450000,自治区, , ,Debao
301,面,德昌县,513424,德昌县,513424,县,凉山彝族自治州,513400,自治州,四川省,510000,省, , ,Dechang
302,面,德城区,371402,德城区,371402,市辖区,德州市,371400,地级市,山东省,370000,省, , ,Decheng
303,面,德格县,513330,德格县,513330,县,甘孜藏族自治州,513300,自治州,四川省,510000,省, , ,Dege
304,面,德化县,350526,德化县,350526,县,泉州市,350500,地级市,福建省,350000,省, , ,Dehua
305,面,德惠市,220183,德惠市,220183,县级市,长春市,220100,地级市,吉林省,220000,省, , ,Dehui
306,面,德江县,520626,德江县,520626,县,铜仁市,520600,地级市,贵州省,520000,省, , ,Dejiang
307,面,德令哈市,632802,德令哈市,632802,县级市,海西蒙古族藏族自治州,632800,自治州,青海省,630000,省, , ,Delingha
308,面,德钦县,533422,德钦县,533422,县,迪庆藏族自治州,533400,自治州,云南省,530000,省, , ,Deqin
309,面,德清县,330521,德清县,330521,县,湖州市,330500,地级市,浙江省,330000,省, , ,Deqing
310,面,德庆县,441226,德庆县,441226,县,肇庆市,441200,地级市,广东省,440000,省, , ,Deqing
311,面,德兴市,361181,德兴市,361181,县级市,上饶市,361100,地级市,江西省,360000,省, , ,Dexing
312,面,灯塔市,211081,灯塔市,211081,县级市,辽阳市,211000,地级市,辽宁省,210000,省, , ,Dengta
313,面,登封市,410185,登封市,410185,县级市,郑州市,410100,地级市,河南省,410000,省, , ,Dengfeng
314,面,邓州市,411381,邓州市,411381,县级市,南阳市,411300,地级市,河南省,410000,省, , ,Dengzhou
315,面,磴口县,150822,磴口县,150822,县,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区, , ,Dengkou
316,面,滴道区,230304,滴道区,230304,市辖区,鸡西市,230300,地级市,黑龙江省,230000,省, , ,Didao
317,面,点军区,420504,点军区,420504,市辖区,宜昌市,420500,地级市,湖北省,420000,省, , ,Dianjun
318,面,电白区,440904,电白区,440904,市辖区,茂名市,440900,地级市,广东省,440000,省, ,撤销茂港区、电白县，新设电白区,Dianbai
319,面,垫江县,500231,垫江县,500231,县,不统计,0,不统计,重庆市,500000,直辖市, , ,Dianjiang
320,面,调兵山市,211281,调兵山市,211281,县级市,铁岭市,211200,地级市,辽宁省,210000,省,铁法市,2002年铁法市更名为调兵山市,Diaobingshan
321,面,迭部县,623024,迭部县,623024,县,甘南藏族自治州,623000,自治州,甘肃省,620000,省, , ,Diebu
322,面,叠彩区,450303,叠彩区,450303,市辖区,桂林市,450300,地级市,广西壮族自治区,450000,自治区, , ,Diecai
323,面,丁青县,540324,丁青县,540324,县,昌都市,540300,地级市,西藏自治区,540000,自治区, , ,Dingqing
324,面,鼎城区,430703,鼎城区,430703,市辖区,常德市,430700,地级市,湖南省,430000,省, , ,Dingcheng
325,面,鼎湖区,441203,鼎湖区,441203,市辖区,肇庆市,441200,地级市,广东省,440000,省, , ,Dinghu
326,面,定安县,469021,定安县,469021,县,不统计,0,不统计,海南省,460000,省, ,"省直辖县,省直管,是县级单位",Dingan
327,面,定边县,610825,定边县,610825,县,榆林市,610800,地级市,陕西省,610000,省, , ,Dingbian
328,面,定海区,330902,定海区,330902,市辖区,舟山市,330900,地级市,浙江省,330000,省, , ,Dinghai
329,面,定结县,540231,定结县,540231,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Dingjie
330,面,定南县,360728,定南县,360728,县,赣州市,360700,地级市,江西省,360000,省, , ,Dingnan
331,面,定日县,540223,定日县,540223,县,日喀则市,540200,地级市,西藏自治区,540000,自治区, , ,Dingri
332,面,定陶区,371703,定陶区,371703,市辖区,菏泽市,371700,地级市,山东省,370000,省,定陶县,2016年撤销定陶县，设立定陶区,Dingtao
333,面,定襄县,140921,定襄县,140921,县,忻州市,140900,地级市,山西省,140000,省, , ,Dingxiang
334,面,定兴县,130626,定兴县,130626,县,保定市,130600,地级市,河北省,130000,省, , ,Dingxing
335,面,定远县,341125,定远县,341125,县,滁州市,341100,地级市,安徽省,340000,省, , ,Dingyuan
336,面,定州市,130682,定州市,130682,县级市,保定市,130600,地级市,河北省,130000,省, , ,Dingzhou
337,面,东阿县,371524,东阿县,371524,县,聊城市,371500,地级市,山东省,370000,省, , ,Donge
338,面,东安区,231002,东安区,231002,市辖区,牡丹江市,231000,地级市,黑龙江省,230000,省, , ,Dongan
339,面,东安县,431122,东安县,431122,县,永州市,431100,地级市,湖南省,430000,省, , ,Dongan
340,面,东宝区,420802,东宝区,420802,市辖区,荆门市,420800,地级市,湖北省,420000,省, , ,Dongbao
341,面,东昌府区,371502,东昌府区,371502,市辖区,聊城市,371500,地级市,山东省,370000,省, , ,Dongchangfu
342,面,东昌区,220502,东昌区,220502,市辖区,通化市,220500,地级市,吉林省,220000,省, , ,Dongchang
343,面,东城区,110101,东城区,110101,市辖区,不统计,0,不统计,北京市,110000,直辖市,崇文区(东城区),2010年撤销崇文区，合并到东城区,Dongcheng
344,面,东川区,530113,东川区,530113,市辖区,昆明市,530100,地级市,云南省,530000,省, , ,Dongchuan
345,面,东方市,469007,东方市,469007,县级市,不统计,0,不统计,海南省,460000,省, ,"省直辖市,省直管,是县级单位",Dongfang
346,面,东丰县,220421,东丰县,220421,县,辽源市,220400,地级市,吉林省,220000,省, , ,Dongfeng
347,面,东港区,371102,东港区,371102,市辖区,日照市,371100,地级市,山东省,370000,省, , ,Donggang
348,面,东港市,210681,东港市,210681,县级市,丹东市,210600,地级市,辽宁省,210000,省, , ,Donggang
349,面,东莞市,441900,不统计,0,不统计,东莞市,441900,地级市,广东省,440000,省, , ,Dongguan
350,面,东光县,130923,东光县,130923,县,沧州市,130900,地级市,河北省,130000,省, , ,Dongguang
351,面,东海县,320722,东海县,320722,县,连云港市,320700,地级市,江苏省,320000,省, , ,Donghai
352,面,东河区,150202,东河区,150202,市辖区,包头市,150200,地级市,内蒙古自治区,150000,自治区, , ,Donghe
353,面,东湖区,360102,东湖区,360102,市辖区,南昌市,360100,地级市,江西省,360000,省, , ,Donghu
354,面,东兰县,451224,东兰县,451224,县,河池市,451200,地级市,广西壮族自治区,450000,自治区, , ,Donglan
355,面,东丽区,120110,东丽区,120110,市辖区,不统计,0,不统计,天津市,120000,直辖市, , ,Dongli
356,面,东辽县,220422,东辽县,220422,县,辽源市,220400,地级市,吉林省,220000,省, , ,Dongliao
357,面,东明县,371728,东明县,371728,县,菏泽市,371700,地级市,山东省,370000,省, , ,Dongming
358,面,东宁市,231086,东宁市,231086,县级市,牡丹江市,231000,地级市,黑龙江省,230000,省,东宁县,2015年撤销东宁县，设立东宁市,Dongning
359,面,东平县,370923,东平县,370923,县,泰安市,370900,地级市,山东省,370000,省, , ,Dongping
